id,name,host_id,host_name_primary,host_name_secondary,neighbourhood,location_id,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,quality_minimum_nights_long,quality_availability_365,quality_price_outlier,quality_last_review_ismissing,quality_reviews_per_month_ismissing,quality_num_missing
18288365,Posh 3Br In Old Town By Sonder,12243051,Sonder,,Near North Side,3236,41.90821285,-87.63525974,Entire home/apt,278.0,2,14,2018-09-23,0.78,127,147,False,False,False,False,False,0
18291879,Stylish Loft South Loop Free Parking,2676526,Ewan,,Near South Side,3824,41.85952808,-87.62619276,Entire home/apt,75.0,2,25,2018-08-13,1.41,1,6,False,False,False,False,False,0
18293990,Andersonville Haven,10733788,George Dante,,Lake View,1885,41.9597212,-87.66645274,Private room,115.0,2,19,2018-10-14,1.02,1,352,False,False,False,False,False,0
18301586,Cozy Private Room Near Lakefront And Transit.,110271788,Paula,,Uptown,6930,41.96974212,-87.65003236,Private room,75.0,2,28,2018-09-10,1.73,2,61,False,False,False,False,False,0
18307935,Bright And Spacious Pad In Edgewater,48904748,Cam,,Edgewater,4206,41.99674243,-87.6652551,Entire home/apt,75.0,1,0,,0.0,1,0,False,True,False,True,True,2
18311038,Historic Church Home In Logan Square,28054964,Molly,,Logan Square,3043,41.92574923,-87.69514341,Entire home/apt,950.0,2,9,2018-09-03,0.5,1,248,False,False,True,False,False,0
18312452,Private Room In Cozy Townhouse Muhammad Ali,35412645,Aughty,,Greater Grand Crossing,1933,41.76855354,-87.63127622,Private room,38.0,3,16,2018-11-12,1.04,9,83,False,False,False,False,False,0
18313845,"Sunny, Quiet Room In Hip Logan Square.",8548443,Aislyn,,Logan Square,7075,41.91822927,-87.70418134,Private room,65.0,2,32,2018-09-03,1.7,1,43,False,False,False,False,False,0
18321502,Garden Of Delights,126136948,Mark,,Jefferson Park,6968,41.97588557,-87.78554882,Private room,44.0,2,34,2018-03-11,1.88,2,18,False,False,False,False,False,0
18326185,Comfy South Loop Condo Great Location,126786925,Anthony,,Near South Side,2988,41.86100195,-87.62532925,Private room,85.0,2,78,2018-11-11,4.48,1,158,False,False,False,False,False,0
18329255,The Cleaver Wicker Park 5 Minutes To Downtown,65299403,Rod,,West Town,1891,41.90398003,-87.66414303,Entire home/apt,234.0,1,164,2018-10-28,9.14,4,334,False,False,False,False,False,0
18329418,"Gorgeous, Exhuberent, Sunlit Logan Square Stay.",96908587,Jake,,Logan Square,5911,41.92146536,-87.69971634,Private room,80.0,1,47,2018-10-27,2.55,2,173,False,False,False,False,False,0
18331520,Stylish Gold Coast One Bedroom,50073630,Timothy,,Near North Side,7515,41.89453802,-87.62766582,Entire home/apt,75.0,30,2,2018-05-05,0.19,1,189,False,False,False,False,False,0
18332249,Sublet Studio Apt Summer In Chicago 6/ 01 8/ 15,122886045,Julian,,Lake View,434,41.94010693,-87.64830139,Entire home/apt,45.0,7,0,,0.0,1,0,False,True,False,True,True,2
18339649,Private Bedroom In Beautiful Bungalow 1,93218543,Stephanie,,South Shore,3838,41.75318915,-87.57209335,Private room,40.0,2,12,2018-11-01,0.67,2,321,False,False,False,False,False,0
18340097,"Charming, Sunny Condo In Lincoln Park",22966589,Alona,,Lincoln Park,5816,41.9303688,-87.64156734,Entire home/apt,150.0,2,0,,0.0,1,0,False,True,False,True,True,2
18341150,Stunning Condo In Lakeview/ Boystown,4033215,Zayd,,Lake View,3728,41.95067235,-87.64590771,Entire home/apt,175.0,2,27,2018-10-21,1.5,1,353,False,False,False,False,False,0
18342918,Home Away From Home,126927888,Shavonne,,New City,3338,41.81111041,-87.64086242,Entire home/apt,75.0,2,10,2018-08-05,0.54,1,20,False,False,False,False,False,0
18344621,Huge Classic Roscoe Village Apartment W/ Backyard,11528430,Kristina,,North Center,4557,41.94737301,-87.68629729,Entire home/apt,135.0,1,4,2018-01-24,0.21,2,0,False,True,False,False,False,0
18345004,Logan Square Priv Rm&Dr 24Hr 420 Friendz Dog,94706541,P,,Logan Square,5656,41.91450733,-87.68945703,Private room,99.0,1,64,2018-11-08,4.09,1,83,False,False,False,False,False,0
18345065,"Unwind In The Garden Of A Modern, Elegant Home",126946343,De,,West Town,695,41.89309839,-87.66013716,Entire home/apt,199.0,2,73,2018-11-11,4.42,1,343,False,False,False,False,False,0
18345240,Beautiful Apartment In River West Just For You,3625679,Alex,,West Town,1379,41.89362277,-87.6530188,Entire home/apt,109.0,1,7,2017-05-28,0.37,1,0,False,True,False,False,False,0
18345901,Cozy Bed 15 Mins To Ohare|Downtwn Rx420 Friendly,58244317,John,,Irving Park,6435,41.96057424,-87.71856473,Shared room,15.0,1,40,2018-10-21,2.17,7,43,False,False,False,False,False,0
18348313,Artsy Wicker Park/ Bucktown Apartment Lollapalooza,41957138,November,,West Town,6222,41.91082267,-87.68589201,Entire home/apt,108.0,3,4,2018-08-06,0.22,1,94,False,False,False,False,False,0
18353503,Big 5Bd Bronzeville/ Mccormick Place,12613718,Matthew,Miranda,Douglas,5592,41.83178953,-87.62079411,Entire home/apt,350.0,1,11,2018-09-12,0.7,4,42,False,False,False,False,False,0
18354756,Very Comfortable 1 Bedroom King Size Bed Room A,40832295,Shannon,Carmen,Belmont Cragin,1135,41.91932564,-87.77935799,Private room,75.0,2,4,2018-08-06,0.3,5,90,False,False,False,False,False,0
18356153,Huge & Nice 1Br Steps From Iconic Wrigley Field,127057564,Sean,,Lake View,928,41.94765796,-87.66284777,Entire home/apt,150.0,1,0,,0.0,1,0,False,True,False,True,True,2
18358693,Luxury 2 Bedroom In The Heart Of Chicago,126179580,Jill,,Loop,3611,41.88548095,-87.63081948,Entire home/apt,249.0,2,80,2018-11-11,4.4,2,336,False,False,False,False,False,0
18359392,Modern And Cozy Spacious 1Bd In Chicago,26706986,Tiffany,,Irving Park,5454,41.94714257,-87.70305944,Entire home/apt,80.0,4,5,2018-11-03,1.67,1,33,False,False,False,False,False,0
18360890,Luxury 1Bd Apartment In The West Loop,14464990,Kelley,,Near West Side,6376,41.88567388,-87.64265363,Entire home/apt,199.0,2,6,2018-06-03,0.34,1,0,False,True,False,False,False,0
18370680,Wicker Park/ Bucktown 2 Bedroom/ 3 Baths,6949638,Sameena,,West Town,3553,41.90808097,-87.66291463,Entire home/apt,235.0,2,16,2018-07-15,0.84,1,0,False,True,False,False,False,0
18371067,Huge Classic Roscoe Village Flat W/ Backyard,11528430,Kristina,,North Center,3693,41.94718765,-87.68818106,Private room,69.0,1,0,,0.0,2,0,False,True,False,True,True,2
18377747,Cozy Double Room With Private Guest Bathroom,6690723,Visaria,Huber,Bridgeport,2767,41.83678732,-87.64847813,Private room,70.0,2,29,2018-11-12,1.6,1,261,False,False,False,False,False,0
18378046,Cute Rogers Park Long Term Rental Special Price,41690970,Hana,,Rogers Park,7482,42.00566146,-87.67013385,Shared room,55.0,30,1,2017-09-17,0.07,3,365,False,False,False,False,False,0
18387756,Chic Home Walk To Nightlife Comedy Restaurants,52879705,Morgan,,Lincoln Park,6608,41.91734146,-87.63559914,Entire home/apt,110.0,2,91,2018-11-04,4.84,1,357,False,False,False,False,False,0
18390112,"Luxury One Bedroom, Corner Unit, Great Amenities",91345165,Nick,,Uptown,1000,41.96808062,-87.65619666,Entire home/apt,162.0,3,31,2018-09-16,1.74,1,12,False,False,False,False,False,0
18395345,Luxury Windy City 2 Bedroom,126179580,Jill,,Loop,537,41.88529088,-87.63555955,Entire home/apt,239.0,2,80,2018-11-10,4.31,2,11,False,False,False,False,False,0
18409484,Cozy Condo Close To Everything,11301782,Brian,,Lake View,2349,41.93689726,-87.65430387,Entire home/apt,158.0,2,42,2018-10-08,2.41,1,228,False,False,False,False,False,0
18412293,Mid Century 2Br In Lincoln Park By Sonder,12243051,Sonder,,Lincoln Park,6191,41.9302427,-87.64995391,Entire home/apt,140.0,2,19,2018-09-11,1.06,127,169,False,False,False,False,False,0
18415126,Bright Modern 3Br Condo In Heart Of Wicker Park,28300293,Danny,,West Town,6300,41.90449623,-87.67415868,Entire home/apt,239.0,2,78,2018-11-12,4.37,1,345,False,False,False,False,False,0
18423736,"Walkable Dog Friendly Studio W/ City View & Shared Pool, Gym, Pool Table, Lounge",110003955,Vacasa Illinois,,Loop,2228,41.88516792,-87.61508088,Entire home/apt,169.0,3,63,2018-10-31,3.42,7,341,False,False,False,False,False,0
18423958,Dog Friendly High Rise Getaway In The West Loop W/ Shared Pool/ Fitness Center,110003955,Vacasa Illinois,,Loop,3861,41.88483583,-87.61458323,Entire home/apt,233.0,1,50,2018-10-27,2.83,7,363,False,False,False,False,False,0
18428074,Private Room At The Heart Of Little Italy,123094747,Vishal,,Near West Side,6850,41.86873037,-87.66320965,Private room,34.0,7,3,2017-06-16,0.17,1,0,False,True,False,False,False,0
18431594,The Garden On Wayne,116285731,Erin,,Lake View,4058,41.9473877,-87.66363383,Entire home/apt,125.0,2,62,2018-10-29,3.33,1,262,False,False,False,False,False,0
18431896,Oasis In Mccormick,30921348,Pat,,Near South Side,1974,41.84583264,-87.62148188,Private room,98.0,20,0,,0.0,1,89,False,False,False,True,True,2
18432523,Luxury 4 Bedroom Steps From Wrigley,127757327,Brian,,Lake View,3470,41.94579653,-87.65453091,Entire home/apt,600.0,2,40,2018-11-11,2.21,1,165,False,False,False,False,False,0
18432699,Wake Up To Skyscraper Views At A Bespoke Central Studio,47172572,Zencity,,Near North Side,31,41.89115972,-87.62737265,Entire home/apt,99.0,2,106,2018-10-24,5.7,56,89,False,False,False,False,False,0
18433989,"Stroll To Wrigley Field From A Cozy, Vintage Home",127772312,Susan,,North Center,409,41.94576002,-87.67861867,Entire home/apt,140.0,2,71,2018-11-11,3.89,2,157,False,False,False,False,False,0
18440257,Beautiful Spacious 3Bd/ 2Ba With Parking/ Laundry,10050577,Marisa,Kelsey,Uptown,6673,41.96263978,-87.66224806,Entire home/apt,405.0,2,5,2018-07-01,0.27,4,34,False,False,False,False,False,0
18441952,"Gorgeous Bed W Private Bath, Deck Garden",10050577,Marisa,Kelsey,Uptown,390,41.96385756,-87.66223385,Private room,200.0,1,36,2018-10-28,2.12,4,44,False,False,False,False,False,0
18444090,Always Sunny Fulton Market Loft 3Bed,7432437,Scott,,Near West Side,1550,41.88394529,-87.65328238,Entire home/apt,179.0,2,58,2018-09-17,3.29,1,353,False,False,False,False,False,0
18457045,Cozy Garden Apartment In Lovely Old Irving Park,42612418,Timothy,,Irving Park,6509,41.95269515,-87.7322989,Entire home/apt,75.0,2,28,2018-10-24,1.64,1,54,False,False,False,False,False,0
18458402,Luxury 2Br/ 3Ba Downtown Condo With Garage Parking,22054458,Roshan,,West Town,2662,41.89430403,-87.64849216,Entire home/apt,2000.0,2,0,,0.0,1,89,False,False,True,True,True,2
18458456,Blue Line Cozy Room In Vintage Logan Square Home,75781931,Kyle,,Avondale,2670,41.93727204,-87.71076923,Private room,60.0,2,3,2018-08-06,0.54,1,0,False,True,False,False,False,0
18458784,"Heart Of Logan Sq, 1 Bd/ Cozy, Vintage/ Artsy, Green",7863642,Migdalia,,Logan Square,3770,41.92685654,-87.70188449,Private room,50.0,3,8,2018-10-07,0.44,1,0,False,True,False,False,False,0
18459276,Studio In The Heart Of Logan Square,39282165,Kim,,Logan Square,2018,41.93086502,-87.71011991,Entire home/apt,80.0,2,0,,0.0,1,0,False,True,False,True,True,2
18461609,The Wild Blueberry Of Wrigleyville,127879161,Mike,,Lake View,4,41.93997528,-87.65532179,Entire home/apt,500.0,2,85,2018-11-08,4.63,1,30,False,False,False,False,False,0
18463425,Cozy Spiritual Get Away,128033105,Eman,,Kenwood,5649,41.8082319,-87.5973106,Entire home/apt,90.0,1,29,2018-10-14,1.56,1,48,False,False,False,False,False,0
18464651,Xl & Spacious Apt W/ Rooftop Deck,56861768,Chaunc Y,,Uptown,7373,41.95837691,-87.65401966,Entire home/apt,209.0,1,26,2018-10-28,2.11,5,365,False,False,False,False,False,0
18464680,Spacious 1Br Apt W/ Pool 2 Blocks From Michigan Ave,41381016,Tali,,Near North Side,6580,41.89538555,-87.62605002,Entire home/apt,98.0,30,8,2018-08-29,0.47,1,103,False,False,False,False,False,0
18473660,Charming 1 Bdr In Great Location,3843347,Andrea,,Near North Side,7389,41.8947026,-87.62708801,Entire home/apt,101.0,30,6,2018-10-31,0.41,3,288,False,False,False,False,False,0
18473832,Dobryj Den Cozy 1Br In Heart Of Ukrainian Village,126827945,Henry,,West Town,4954,41.89749927,-87.68055394,Entire home/apt,118.0,2,20,2018-06-03,1.08,1,313,False,False,False,False,False,0
18476058,Artsy And Spacious With Car/ Suv Rental Option,128155642,Aama,,South Lawndale,942,41.84680803,-87.72933103,Entire home/apt,59.0,14,5,2018-05-02,0.3,3,339,False,False,False,False,False,0
18476923,Modern Top Floor Condo Near Lake W/ Vintage Charm,117975601,Kakha,,Rogers Park,3617,42.00656254,-87.66284813,Entire home/apt,145.0,2,58,2018-10-28,3.15,3,0,False,True,False,False,False,0
18486947,Cozy Bed 15 Mins To Ohare|Downtwn Rx420 Friendly,58244317,John,,Irving Park,4404,41.96066418,-87.71834281,Shared room,25.0,1,21,2018-07-16,1.16,7,43,False,False,False,False,False,0
18490915,2. Artsy And Spacious With Car/ Suv Rental Option,128155642,Aama,,South Lawndale,7223,41.84694205,-87.72846601,Entire home/apt,55.0,30,1,2018-06-04,0.18,3,365,False,False,False,False,False,0
18502373,3. Artsy And Spacious With Car/ Suv Rental Option,128155642,Aama,,South Lawndale,441,41.84774654,-87.72731354,Entire home/apt,55.0,30,2,2018-06-10,0.2,3,335,False,False,False,False,False,0
18504605,Fabian S Little Pad,117723922,Fabian,,Portage Park,953,41.93983472,-87.76014394,Entire home/apt,1000.0,1,1,2018-09-29,0.63,1,365,False,False,True,False,False,0
18506415,The Moon Over The Stars,109249300,D'Angelo,,East Garfield Park,1475,41.88610342,-87.70956698,Private room,100.0,7,23,2018-09-30,1.3,3,66,False,False,False,False,False,0
18509024,Entire Chicago House Near Wrigley And Logan Square,5403537,Dustin,,Avondale,2315,41.93325568,-87.69169604,Entire home/apt,180.0,2,90,2018-10-28,4.89,1,84,False,False,False,False,False,0
18509034,Gorgeous Garden Apartment Near O'Hare,128452488,Grace,,Dunning,3317,41.95263146,-87.83550231,Entire home/apt,65.0,2,72,2018-11-14,4.92,3,163,False,False,False,False,False,0
18517655,Oneeleven River View Furnished Studio Pool 26,9400379,Chicago Property Concierge,,Loop,306,41.88691104,-87.63035447,Entire home/apt,110.0,31,4,2018-03-29,0.26,17,328,False,False,False,False,False,0
18521017,2Br Lakeview Condo With Deck On A Quiet Street,126783761,Bethany,,Lake View,6383,41.93776791,-87.64802902,Entire home/apt,149.0,4,82,2018-10-16,4.48,1,350,False,False,False,False,False,0
18522455,Beautiful 3 Bed Condo Near University Of Chicago,67665258,Corey,,Woodlawn,5488,41.781527,-87.61158012,Entire home/apt,57.0,1,198,2018-10-30,10.72,1,218,False,False,False,False,False,0
18522470,Humboldt Park Apartment,128573916,Juan,,Humboldt Park,7549,41.90529793,-87.70919358,Entire home/apt,100.0,1,1,2017-05-21,0.06,2,0,False,True,False,False,False,0
18522739,Private Rm In The Heart Of Beautiful Humboldt Park,19515632,Katy,,Humboldt Park,4740,41.90620042,-87.70883756,Private room,45.0,2,36,2018-10-28,1.99,1,59,False,False,False,False,False,0
18523616,Panoramic 2Br Near Restaurant Row By Sonder,12243051,Sonder,,Near West Side,1380,41.88482978,-87.65965324,Entire home/apt,164.0,2,25,2018-10-25,1.48,127,73,False,False,False,False,False,0
18524555,Private 1Br Midway To Ohare|Loop Rx420 Friendly,58244317,John,,Irving Park,4106,41.95991132,-87.71875619,Private room,175.0,1,25,2018-10-10,1.34,7,37,False,False,False,False,False,0
18527257,Cozy Pilsen Apartment,89947995,Michael,,Lower West Side,4652,41.85158879,-87.67864807,Entire home/apt,99.0,1,6,2018-07-09,0.33,1,38,False,False,False,False,False,0
18544395,Rustic Comfort In Midst Of Lively Neighborhood,23334396,Mariola,,Logan Square,3153,41.92223112,-87.69995094,Private room,70.0,2,16,2018-08-19,0.93,1,0,False,True,False,False,False,0
18549584,River North Luxury Suite No.2 By Zencity,47172572,Zencity,,Near North Side,6685,41.89283367,-87.62809256,Entire home/apt,99.0,2,101,2018-11-09,5.49,56,94,False,False,False,False,False,0
18549719,Vintage Hyde Park Suite No.3 By Zencity,47172572,Zencity,,Hyde Park,3237,41.79295659,-87.59274538,Entire home/apt,99.0,1,89,2018-11-08,4.8,56,102,False,False,False,False,False,0
18549893,"Come, Spend The Summer Near The Obama'S.",14204845,Soraia,,Hyde Park,3561,41.79633313,-87.59808352,Private room,60.0,4,13,2018-10-30,0.83,1,358,False,False,False,False,False,0
18550040,Relaxing Room In The Heart Of The Loop,100230982,Anne,,Loop,7345,41.8742522,-87.6292575,Private room,88.0,2,64,2018-10-29,3.88,2,279,False,False,False,False,False,0
18560208,"Cozy Private Unit Near Transit, Dining & Nightlife",7497823,Justin,,Logan Square,3057,41.91918334,-87.68895419,Entire home/apt,50.0,2,68,2018-11-06,8.43,1,0,False,True,False,False,False,0
18566706,Cozy Studio Chicago Downtown,103490967,Natalia,,Near North Side,1381,41.88966354,-87.61726206,Entire home/apt,99.0,2,12,2017-12-01,0.68,1,0,False,True,False,False,False,0
18566998,Condoclosetodowntown/ Freeparking,128902459,Don,,Grand Boulevard,5448,41.81993244,-87.61466852,Private room,50.0,1,50,2018-11-05,2.71,1,175,False,False,False,False,False,0
18568809,Private Bedroom In Pilsen,78136395,Juan,,Lower West Side,244,41.85768299,-87.65082048,Private room,55.0,2,81,2018-11-14,4.48,1,9,False,False,False,False,False,0
18570000,Top Unit 2 Bedroom Wicker Park With Rooftop,128931716,Christopher,,West Town,5317,41.90498874,-87.66447438,Entire home/apt,175.0,1,14,2018-02-08,0.78,1,0,False,True,False,False,False,0
18570989,"Luxury, Private Bedroom Suite In Lakeview",128938940,Barry,,Lake View,2989,41.94038565,-87.64811716,Private room,155.0,2,38,2018-11-04,2.1,1,90,False,False,False,False,False,0
18582417,Luxury High Rise Condo,47523544,Omar,,Loop,1410,41.88594889,-87.62746584,Entire home/apt,135.0,25,2,2017-09-10,0.13,1,47,False,False,False,False,False,0
18583640,1Bd In The Heart Of West Town Explore Chicago,25152624,Chris,,West Town,5237,41.89907072,-87.66434216,Private room,10.0,3,34,2018-09-09,1.86,1,0,False,True,False,False,False,0
18583660,Champagne Suite: Airbnb Super Host,93017116,Randall,,Grand Boulevard,5889,41.81140992,-87.60861173,Private room,125.0,1,54,2018-10-28,3.06,4,365,False,False,False,False,False,0
18583879,"Classic Logan Square Comfy, Spacious And Bright",880003,Floyd,,Logan Square,2795,41.9288101,-87.71186317,Entire home/apt,115.0,3,0,,0.0,1,0,False,True,False,True,True,2
18585265,This Old House Near Uchicago Historic,100179,Kenneth,,Woodlawn,5733,41.78420915,-87.61142615,Private room,33.0,2,25,2018-10-29,1.4,4,90,False,False,False,False,False,0
18585454,Great And Safe Place To Stay In Chicago,129046352,Mary Jean,,Forest Glen,1828,42.00891244,-87.78427364,Entire home/apt,89.0,1,54,2018-07-16,3.01,1,0,False,True,False,False,False,0
18591272,Shared Rm1 Just For Budget Guests W/ Free Parking,91186260,Jessie,,Englewood,5961,41.78989769,-87.63422516,Shared room,25.0,3,9,2018-10-22,0.54,2,90,False,False,False,False,False,0
18591452,Shared Rm3 Right For Budget Travelers Free Parking,91186260,Jessie,,Englewood,1015,41.79022177,-87.63425657,Shared room,18.0,3,14,2018-10-22,0.77,2,90,False,False,False,False,False,0
18592467,Beautiful Private Apartment Minutes From Blue Line,129106480,Danilo,,Portage Park,4235,41.96621442,-87.78042655,Entire home/apt,40.0,2,39,2018-11-04,2.24,1,176,False,False,False,False,False,0
18596206,Northside Bright And Comfy Retreat,23006241,Elleene,Vic,Rogers Park,1772,42.00574321,-87.67113741,Entire home/apt,97.0,2,58,2018-11-04,3.29,1,66,False,False,False,False,False,0
18596427,Arkadia Furnished West Loop Studio Pool Gym 12,9400379,Chicago Property Concierge,,Near West Side,2350,41.8799461,-87.64633992,Entire home/apt,140.0,31,0,,0.0,17,356,False,False,False,True,True,2
18598103,1Bed 1558 1/ 2 W Juneway Ter Chicago,12165467,Pawel,,Rogers Park,32,42.02171866,-87.67106175,Entire home/apt,80.0,1,20,2017-08-20,1.08,1,0,False,True,False,False,False,0
18599313,Private Room With Bathroom Heart Of Wicker Park,2655235,Eric,,West Town,3794,41.90581027,-87.66933416,Private room,2500.0,1,0,,0.0,2,142,False,False,True,True,True,2
18601472,Spacious 2 Level Unit Close To Lakefront/ Wrigley,69093482,Todd,,Uptown,2258,41.9712349,-87.65303612,Entire home/apt,215.0,2,23,2018-10-23,1.68,1,353,False,False,False,False,False,0
18609191,Charming 2 Br/ 1 Bath Near Wrigley,9094538,Nicole,,Lake View,6101,41.94017181,-87.66506744,Entire home/apt,139.0,1,33,2018-08-09,1.8,29,127,False,False,False,False,False,0
18610650,Sweetsuite: Private Entrance+Living Quarters+Bath,129264498,Amber,,Logan Square,2467,41.93172854,-87.68954872,Private room,80.0,2,51,2018-10-15,2.81,1,180,False,False,False,False,False,0
18618247,Huge Wicker 4Br 5 Min To Downtown,5970294,John,,West Town,2447,41.9002804,-87.66719454,Entire home/apt,150.0,2,11,2018-10-15,0.63,1,0,False,True,False,False,False,0
18618387,Wow Beautiful & Spacious Greystone 2Br Apartment,74524637,Lori,,West Town,391,41.90825483,-87.69359303,Entire home/apt,75.0,2,44,2018-10-08,2.43,1,0,False,True,False,False,False,0
18629869,Quiet Sunny Space With 2 Brs Near Red Line/ Wrigley,22222325,Irene,,Uptown,3129,41.95757698,-87.65323811,Entire home/apt,150.0,2,10,2018-06-10,0.54,1,0,False,True,False,False,False,0
18636064,Simple Modern In Boystown,1002360,Roland,,Lake View,2516,41.94571063,-87.64764351,Entire home/apt,190.0,4,9,2017-06-25,0.49,1,0,False,True,False,False,False,0
18636230,Private 2 Bedrooms. Massive Kitchen & Living Room,115896160,Patrick,,Lincoln Park,4143,41.92986617,-87.66946786,Private room,130.0,2,0,,0.0,2,89,False,False,False,True,True,2
18636382,"Unwind In The Bath At A Hip, Historic Coach House",14729644,Elinor,,West Town,2757,41.90943378,-87.68842238,Entire home/apt,119.0,1,83,2018-11-02,4.73,1,46,False,False,False,False,False,0
18636662,Modern Logan Square Apartment Near Public Transit,2069798,Afsha,,Logan Square,6394,41.91868085,-87.70876568,Entire home/apt,135.0,1,87,2018-09-29,4.7,5,67,False,False,False,False,False,0
18636932,Private Room Close To O'Hare And Transportation,129487477,Tyler,,Portage Park,5753,41.95894027,-87.75739978,Private room,60.0,1,0,,0.0,2,0,False,True,False,True,True,2
18637763,"3Br, Clean & Cozy Haven In The Heart Of West Town",8451195,Thomas,,West Town,6981,41.89203061,-87.67353686,Entire home/apt,58.0,1,92,2018-11-03,5.01,3,236,False,False,False,False,False,0
18638647,Beautiful 2Bed 2Bath Loft. Walk To Mccormick Place,129505500,Eric,,Near South Side,6571,41.85505437,-87.62217526,Entire home/apt,150.0,2,8,2018-11-06,3.87,1,286,False,False,False,False,False,0
18638690,Rare Large Duplex Gem Near Wrigley & Logan Sq,100386347,Lisa,,Avondale,5449,41.93307741,-87.69152678,Entire home/apt,280.0,2,52,2018-10-27,2.88,1,176,False,False,False,False,False,0
18638839,"Mod Luxury, Historic Living, Gold Coast",51277433,Kanan,,Near North Side,3396,41.90139102,-87.63235057,Private room,99.0,2,46,2018-10-22,3.06,2,345,False,False,False,False,False,0
18649607,"2Br, Clean & Cozy Haven In The Heart Of West Town",8451195,Thomas,,West Town,943,41.89201605,-87.67165572,Entire home/apt,70.0,1,49,2018-10-30,2.67,3,232,False,False,False,False,False,0
18650533,Cozy Wrigleyville Two Bed & Sleeper Sofa,46642548,Lauren,,Lake View,7076,41.95042096,-87.66997239,Private room,75.0,1,0,,0.0,1,0,False,True,False,True,True,2
18664979,Private 1Br 15 Min To Ohare|Loop. Rx 420 Friendly,58244317,John,,Irving Park,6481,41.95944282,-87.71704794,Private room,67.0,1,29,2018-10-13,1.58,7,21,False,False,False,False,False,0
18665260,One Of A Kind Duplex Down In West Town,18020586,Jon,,West Town,6175,41.8898673,-87.66218489,Entire home/apt,300.0,2,6,2018-09-15,0.35,2,88,False,False,False,False,False,0
18665347,Luxury Penthouse In The Hottest Area Of The City,32625825,Luxury Rentals,,Near North Side,2218,41.89442705,-87.62796528,Entire home/apt,850.0,2,4,2018-08-20,0.31,1,303,False,False,False,False,False,0
18668156,"Heart Of Lincoln Park, Right On Lincoln",111840484,Angel,,Lincoln Park,3044,41.92348029,-87.64743919,Entire home/apt,190.0,1,102,2018-11-10,5.63,14,334,False,False,False,False,False,0
18668702,"Heart Of Lincoln Park, Right Off Lincoln",111840484,Angel,,Lincoln Park,4715,41.92345275,-87.64507315,Entire home/apt,190.0,1,93,2018-11-04,5.41,14,332,False,False,False,False,False,0
18669485,Heart Of Wicker Park 2 Bedroom,111840484,Angel,,West Town,2455,41.90386645,-87.67119526,Entire home/apt,190.0,1,94,2018-11-05,5.32,14,342,False,False,False,False,False,0
18669569,"Heart Of Wicker Park, 3 Bedroom",111840484,Angel,,West Town,7450,41.90448255,-87.67496726,Entire home/apt,190.0,1,86,2018-11-04,4.99,14,339,False,False,False,False,False,0
18670873,Private Room In Logan Square,129737216,Zoe,,Logan Square,6524,41.917987,-87.72300519,Private room,50.0,2,39,2018-10-21,3.33,3,358,False,False,False,False,False,0
18672130,"Spacious, Modern, Bright Apartment With Rooftop Pool",67751745,Brett,,Near North Side,2730,41.89260566,-87.62332802,Entire home/apt,599.0,3,39,2018-11-04,2.18,1,91,False,False,False,False,False,0
18675162,Wrigleyville Loft W/ Balcony 2,118108330,Elise,,Uptown,3208,41.96520511,-87.66169889,Entire home/apt,85.0,1,109,2018-10-04,6.15,3,348,False,False,False,False,False,0
18687892,Renovated 3Br Duplex In Logan Square,96064608,Matt,,Logan Square,2877,41.92513252,-87.71136036,Entire home/apt,149.0,2,54,2018-11-04,2.98,2,141,False,False,False,False,False,0
18688380,"Great Location, Gold Coast",14241347,Dino,,Near North Side,1172,41.89983289,-87.63265094,Entire home/apt,78.0,1,94,2018-11-12,8.25,5,261,False,False,False,False,False,0
18690593,"3Bd, 2.5 Bth Next Door Townhome",51617159,Zachary,Nycolle,Humboldt Park,1739,41.91226071,-87.7067008,Entire home/apt,215.0,3,30,2018-10-20,1.89,3,168,False,False,False,False,False,0
18691257,All New Logan Square Studio With A/ C,86913754,Stephen,,Logan Square,706,41.92461901,-87.70891337,Entire home/apt,120.0,1,93,2018-10-28,5.15,1,39,False,False,False,False,False,0
18697223,Contemporary 2 Bd Neighborhood Beauty Pilsen,17635314,Jennifer,Jaime,Lower West Side,7489,41.85824434,-87.65222943,Entire home/apt,130.0,1,66,2018-10-28,3.94,1,162,False,False,False,False,False,0
18704537,Spacious 4Br/ 2Ba Duplex Near Wrigley,9094538,Nicole,,Lake View,7085,41.93973583,-87.66359044,Entire home/apt,115.0,1,34,2018-10-29,1.88,29,93,False,False,False,False,False,0
18706657,Single Floor Town Home Apartment With Back Yard,130052039,Anthony,,Grand Boulevard,1411,41.81332311,-87.62242039,Entire home/apt,59.0,2,62,2018-10-30,3.82,1,104,False,False,False,False,False,0
18706795,Beautiful Duplex Up With Rooftop,16690169,Michael,,Near West Side,1213,41.87339289,-87.68589717,Private room,69.0,1,45,2018-10-27,2.48,2,365,False,False,False,False,False,0
18708060,Entire Level In North Park By Brown Line Subway,130066930,David,,Albany Park,2339,41.97180525,-87.71274002,Entire home/apt,81.0,1,74,2018-10-24,4.1,1,165,False,False,False,False,False,0
